书名,作者,分类,豆瓣评分,百度网盘提取码,百度云盘链接
妾本惊华,西子情,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/19Ni3FV4JygWbfLT697JLkg
英伦魔法师(套装共3册) ,苏珊娜·克拉克,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/13Pd8KxcxMoTdgW5chGIdEg
无根之木,娜奥米·诺维克,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1QwPO0M3c01Ae4Evy-YtSAg
星辰变（上中下）,我吃西红柿,科幻_穿越,7.1,百度网盘(提取码:6666),https://pan.baidu.com/s/1Rc5DMgpwz_0zmec9avZI1Q
山河表里,Priest,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1HYQrjz31AcIn54XLt9nlUg
月族2：刺青骑士,玛丽莎·梅尔,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1W2iPqbxqtAYMBWJMEj1kog
天赋者,林洛,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1Zs7XghFphGnhDQ-GqBjGFA
二代目归来 : 有顶天家族,森见登美彦,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1B0Wl2VxFhFHwh2-koGSBgA
极地恶灵（上下）,丹·西蒙斯,科幻_穿越,8.1,百度网盘(提取码:6666),https://pan.baidu.com/s/1VH02y5If0H_jbkX5h72QEw
童年的终结,阿瑟·克拉克,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1rwoHV5NJaGdvU0X_NcU3WA
恍如隔世,克里斯托弗·普里斯特,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1paXaxgkV1efaDeddSehP-g
神经浪游者,威廉·吉布森,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1jVWFIFlEDmYqTBH8E7gJkw
魁拔之书,青青树,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1GIqOY7A8B1FTuEyZBFdNGQ
高城堡里的人,菲利普·迪克,科幻_穿越,7.8,百度网盘(提取码:6666),https://pan.baidu.com/s/1SGYKSGfI0rtwp6eyqY-H7A
基里尼亚加,迈克·雷斯尼克,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1Ii-3pQ1qcoTh_L5TlYRT3Q
上帝的图书馆,司各特·霍金斯,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1Ji912CFh0PhsdICmtn_Umw
我的未来是星辰大海,今何在,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/13pWDb7W22tKiN9DSG3ZfEA
平面国：及正方形的多维世界历险记,埃德温·A·艾勃特,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1xGZZXsVCJt8iJQN_xsqRmQ
大师的盛宴,奥森·斯科特·卡德,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1pFK9YzYlY1g3g1EeRMMN3g
残次品,priest,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1Q1OipHnZ98j_fekdq7fu0Q
龙族全套 共七册（龙族Ⅰ-龙族Ⅳ+龙族前传）,江南,科幻_穿越,7.6,百度网盘(提取码:6666),https://pan.baidu.com/s/1Q9SnvprRv6nCI0nGZ31uvA
莽荒纪,我吃西红柿,科幻_穿越,6.3,百度网盘(提取码:6666),https://pan.baidu.com/s/1s4BFX62ISLu6XJyCJwjtAQ
机器人短篇全集,艾萨克·阿西莫夫,科幻_穿越,9.1,百度网盘(提取码:6666),https://pan.baidu.com/s/1djcXnJ23O4geLkhHK0dvWA
百年法（全2册）,山田宗树,科幻_穿越,8.5,百度网盘(提取码:6666),https://pan.baidu.com/s/1aSVl8ov-odGtbV4VUmr6mA
玩家一号,恩斯特·克萊恩,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1IfYNp14_03uQyW972HKV4A
蒲公英王朝：七王之战,刘宇昆,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1adVHcs8DM3Dg_USxbiDYEw
重启人,艾米·亭特拉,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1eUctAbK
遗落的南境2：当权者,杰夫·范德米尔,科幻_穿越,6.4,百度网盘(提取码:6666),https://pan.baidu.com/s/1LRYrsZejCG0X7ITZRfayGA
《黑暗的左手》三部曲（《黑暗的左手》《失去一切的人》《世界的词语是森林》）,厄休拉•勒古恩,科幻_穿越,8.4,百度网盘(提取码:6666),https://pan.baidu.com/s/1-h3XLBagC9oB21Xe4vckzg
哈尔的移动城堡,戴安娜·韦恩·琼斯,科幻_穿越,8.3,百度网盘(提取码:6666),https://pan.baidu.com/s/1YhoFo-og12Nmr92Y8oomOg
蓝血人,卫斯理,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1eTzbdlw
人之彼岸,郝景芳,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1eR87AMI
火星编年史,雷·布拉德伯里,科幻_穿越,0,百度网盘(提取码:6666),https://u18798378.ctfile.com/dir/18798378-30876469-de1ece/
银翼杀手,菲利普·迪克,科幻_穿越,7.8,百度网盘(提取码:6666),https://pan.baidu.com/s/1Fy75OyJcIkW5D7GMi6RZ_w
垂暮之战（老人战争）,约翰·斯卡尔齐,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1slI9mrV
火星崛起3：晨色之星,皮尔斯·布朗,科幻_穿越,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1o7VUHYy
弗兰肯斯坦,玛丽·雪莱,科幻_穿越,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1o89kxZ0
遗落的南境1：湮灭,杰夫·范德米尔 ,科幻_穿越,7.5,百度网盘(提取码:6666),https://pan.baidu.com/s/1U6ghptqwyVRmKqJfqqfQmQ
银河系搭车客指南5部曲,道格拉斯·亚当斯,科幻_穿越,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1boGblgz
夜旅人,赵熙之,科幻_穿越,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1jIl8iJ8
碟形世界：魔法的色彩,特里·普拉切特,科幻_穿越,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1dE3IVHB
小兵传奇,玄雨,科幻_穿越,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1i5Iecrr
火星崛起1、2,皮尔斯·布朗,科幻_穿越,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1c3xVau
雪崩,尼尔·斯蒂芬森,科幻_穿越,8.1,百度网盘(提取码:6666),https://pan.baidu.com/s/1FPwLb668TxB_YUlksAnlAg
让时间停止的女孩,罗伯特·富兰克林·杨,科幻_穿越,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1bOdxz4
孤独深处,郝景芳,科幻_穿越,6.4,百度网盘(提取码:6666),https://pan.baidu.com/s/1EdtTiIZgdDAbLvmWvS-tgg
时间移民,刘慈欣,科幻_穿越,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1b0wwKA
天年,何夕,科幻_穿越,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1nvqLYZ3
重启蒙娜丽莎,威廉·吉布森,科幻_穿越,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1kUGYpd9
扶摇皇后,天下归元,科幻_穿越,7.3,百度网盘(提取码:6666),https://pan.baidu.com/s/1a0Z4Z19eH0bpmzHI98qvLg
虫子的世界,刘慈欣,科幻_穿越,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1bWjr9W
凡尔纳科幻经典(套装共11册),凡尔纳,科幻_穿越,9.4,百度网盘(提取码:6666),https://pan.baidu.com/s/1K9mQEENnofHYHSXOwJ3K2w
择天记,猫腻,科幻_穿越,6.7,百度网盘(提取码:6666),https://pan.baidu.com/s/1AsV7S6CNvFuY_jeU2OS_Jw
月族,玛丽莎·梅尔,科幻_穿越,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1gf9lTB1
纳尼亚传奇：黎明破浪号,C. S. 刘易斯,科幻_穿越,8.3,百度网盘(提取码:6666),https://pan.baidu.com/s/1dLn3XY2TDSOB29CrHXQYjg
如梦令,惊鸿,科幻_穿越,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1c3o002
神经漫游者,威廉·吉布森,科幻_穿越,8.1,百度网盘(提取码:6666),https://pan.baidu.com/s/1fwek2STvFnr7A_5Wu3gS5Q
分歧者2：反叛者,,科幻_穿越,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1jH739yu
分歧者3：忠诚者,维罗尼卡·罗斯,科幻_穿越,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1kVc9Ih5
潇然梦之无游天下录,小佚,科幻_穿越,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1qXCF6pQ
皇家幼儿园,玄色,科幻_穿越,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1bpGJA7H
繁花落定,寂月皎皎,科幻_穿越,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1eR4lXTK
大唐明月,蓝云舒,科幻_穿越,8.6,百度网盘(提取码:6666),https://pan.baidu.com/s/1_NBtzyH_p5pLF_7Hz-qkjw
天意,钱莉芳,科幻_穿越,8.1,百度网盘(提取码:6666),https://pan.baidu.com/s/15KRRuk2AZeMBkyWKZK_jlw
纳尼亚传奇：银椅,C.S.刘易,科幻_穿越,8.2,百度网盘(提取码:6666),https://pan.baidu.com/s/1I9QiOZYtdOJ2ePoiMuxTxw
