书名,作者,分类,豆瓣评分,百度网盘提取码,百度云盘链接
非对称风险,纳西姆▪尼古拉斯▪塔勒布,投资_股票_金融_经济,8.2,百度网盘(提取码:6666),https://pan.baidu.com/s/1S_eu_9Y7QgaYdEjmuQDvQw
资本之都：21世纪德里的美好与野蛮,拉纳·达斯古普塔,投资_股票_金融_经济,7.8,百度网盘(提取码:6666),https://pan.baidu.com/s/1ryhnaggT-NPHtVXQTPVjJw
有效资产管理,威廉•伯恩斯坦,投资_股票_金融_经济,8.5,百度网盘(提取码:6666),https://pan.baidu.com/s/1pKZPkqcF3hSf4TfsTBPkDg
中国改革的顶层设计,张卓元,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1S6zFNiHq2MVFRdc3saayIQ
政治经济学原理,М.И.杜冈-巴拉诺夫斯基,投资_股票_金融_经济,9.4,百度网盘(提取码:6666),https://pan.baidu.com/s/1Jlb_UCX_0kaCgaPBSTk8gA
身边的博弈(第2版),董志强,投资_股票_金融_经济,7.8,百度网盘(提取码:6666),https://pan.baidu.com/s/1ez77DW93u1eAxY0gC1At2A
金钱与好的生活,罗伯特·斯基德尔斯基,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1tHpbhsbmJ46H3qOIRjIMyw
价值规律,水木然,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1gOC7ZhUCI4CShET20fuouw
城里的房子：读懂中国房产财富的逻辑,徐远,投资_股票_金融_经济,6.6,百度网盘(提取码:6666),https://pan.baidu.com/s/1-GtnnIWmbe8xFIQta_HDDg
财富的本质：1%的人如何实现爆炸式财富增长,萨姆•威尔金,投资_股票_金融_经济,7.2,百度网盘(提取码:6666),https://pan.baidu.com/s/1nJykOhPTtVV12Ikysjj8-Q
钱：7步创造终身收入,托尼·罗宾斯,投资_股票_金融_经济,7.5,百度网盘(提取码:6666),https://pan.baidu.com/s/1cFLyMePhLvOOwT4y-rMd5A
财报越看越有趣,徐友斌,投资_股票_金融_经济,6.3,百度网盘(提取码:6666),https://pan.baidu.com/s/1rRLd0-MspxP6r6KggUPN-w
资本社会的17个矛盾,大卫·哈维,投资_股票_金融_经济,8.3,百度网盘(提取码:6666),https://pan.baidu.com/s/1wnHKFK5XvfLo0dd29lmHsA
第一次买保险就买对,简七财团,投资_股票_金融_经济,7.5,百度网盘(提取码:6666),https://pan.baidu.com/s/1lAppP9i3uBl4-5exFfWjJQ
债务和魔鬼：货币、信贷和全球金融体系重建,阿代尔·特纳勋爵,投资_股票_金融_经济,8.2,百度网盘(提取码:6666),https://pan.baidu.com/s/15yWwWenheAWI9tdcxIvNbQ
金融怪杰：华尔街的顶级交易员,杰克D.施瓦格,投资_股票_金融_经济,9.1,百度网盘(提取码:6666),https://pan.baidu.com/s/1IxujBVd3vCYw5o5K8F8Wow
经营战略全史,三谷宏治,投资_股票_金融_经济,8,百度网盘(提取码:6666),https://pan.baidu.com/s/1f4wSROd-cAeJpJo_gWvI7g
汇率的本质,管涛,投资_股票_金融_经济,6.8,百度网盘(提取码:6666),https://pan.baidu.com/s/1rKOiQTd_oXc8K6dRjluKnA
谁动了国家的奶酪？避税天堂调查,加布里埃尔•祖克曼,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1th_SMBFJbvywOftebA3aLA
韭菜的自我修养,李笑来,投资_股票_金融_经济,6.6,百度网盘(提取码:6666),https://pan.baidu.com/s/1Kcf0wmfLAdkW-PMDeRkMQg
从来就没有救世主,许小年,投资_股票_金融_经济,8.3,百度网盘(提取码:6666),https://pan.baidu.com/s/1EGXIeWgpBJYcm9NrizTr4A
